time,UID,tmp_temp,keller_temp,pressure,mag_x,mag_y,mag_z,imu_x,imu_y,imu_z,tilt_x,tilt_y,tilt_z,tilt_pitch,tilt_roll,ec,wurst_voltage,logger_voltage,logger_pressure,logger_temp,channel_number
2024-11-14 04:57:26,cf240004,-0.1171875,-144.65,15.0274658203125,107,214,65335,-1010.986328125,68.359375,-27.83203125,-54,96,-993,-3.1,5.5,663,3467,3080,1146871524,-9.695119857788086,2
2024-11-14 04:47:23,cf240007,-0.046875,-144.8,-15.0,467,242,65498,-1000.732421875,106.689453125,3.173828125,-151,132,-978,-8.6,7.6000000000000005,1234,3467,3088,1146873859,-9.5610933303833,2
2024-11-14 04:35:40,cf240008,-0.015625,-147.2,-15.0,354,65487,65303,-994.384765625,-142.08984375,-28.076171875,-29,-85,-995,-1.6,-4.800000000000001,1448,3464,3093,1146871565,-9.460762023925781,2
2024-11-14 03:52:14,cf240002,-0.0703125,-144.65,9.722900390625,208,74,46,-1004.150390625,-32.71484375,34.423828125,23,-21,-998,1.3,-1.2000000000000002,813,3467,3107,1146868237,-9.239089012145996,2
2024-11-14 03:57:17,cf240004,-0.1171875,-146.25,15.02471923828125,101,216,65324,-1006.8359375,76.66015625,-26.611328125,-54,96,-993,-3.1,5.5,663,3465,3106,1146869253,-9.2621431350708,2
2024-11-14 03:47:14,cf240007,-0.0546875,-151.2,-15.0,475,254,65494,-1001.46484375,103.759765625,6.591796875,-151,132,-978,-8.700000000000001,7.6000000000000005,1235,3459,3112,1146867479,-9.199326515197754,2
2024-11-14 03:35:31,cf240008,-0.015625,-147.2,-15.0,358,65486,65307,-991.455078125,-146.484375,-31.73828125,-28,-85,-995,-1.6,-4.800000000000001,1450,3464,3080,1146867779,-9.102063179016113,2
2024-11-14 02:52:05,cf240002,-0.0703125,-140.65,9.722900390625,209,83,49,-1005.126953125,-27.34375,35.888671875,23,-20,-998,1.3,-1.1,815,3472,3110,1146864655,-8.827666282653809,2
2024-11-14 02:57:07,cf240004,-0.1171875,-146.25,15.02471923828125,101,221,65327,-1010.7421875,72.998046875,-26.123046875,-54,96,-993,-3.1,5.5,663,3465,3107,1146862771,-8.85092544555664,2
2024-11-14 02:47:05,cf240007,-0.046875,-140.8,-15.0,472,250,65498,-998.53515625,104.00390625,6.591796875,-151,132,-978,-8.700000000000001,7.6000000000000005,1237,3472,3130,1146862761,-8.776442527770996,2
2024-11-14 02:35:22,cf240008,-0.015625,-144.8,-15.0,362,65487,65306,-993.408203125,-140.869140625,-31.73828125,-29,-85,-995,-1.6,-4.800000000000001,1447,3467,3116,1146860439,-8.734633445739746,2
2024-11-14 01:51:56,cf240002,-0.0703125,-140.65,9.722900390625,208,82,48,-1003.90625,-29.052734375,34.423828125,23,-21,-999,1.3,-1.1,814,3472,3102,1146856430,-8.556408882141113,2
2024-11-14 01:56:58,cf240004,-0.125,-144.65,15.0274658203125,110,216,65329,-1006.8359375,75.439453125,-28.564453125,-54,96,-993,-3.1,5.5,662,3467,3105,1146859018,-8.595969200134277,2
2024-11-14 01:46:55,cf240007,-0.046875,-151.2,-15.0,479,242,65503,-996.58203125,107.91015625,4.638671875,-151,132,-978,-8.700000000000001,7.6000000000000005,1239,3459,3112,1146854474,-8.467058181762695,2
2024-11-14 01:35:13,cf240008,-0.015625,-147.2,-15.0,357,65487,65301,-993.1640625,-143.798828125,-32.71484375,-29,-85,-995,-1.6,-4.800000000000001,1446,3464,3110,1146854047,-8.281262397766113,2
2024-11-14 00:51:47,cf240002,-0.0703125,-144.65,9.7210693359375,216,82,53,-1002.685546875,-30.2734375,30.2734375,23,-20,-999,1.3,-1.1,815,3467,3110,1146842353,-7.31320333480835,2
2024-11-14 00:56:49,cf240004,-0.125,-146.25,15.025634765625,110,218,65329,-1009.765625,72.998046875,-25.634765625,-55,96,-993,-3.1,5.5,662,3465,3107,1146846065,-7.422402381896973,2
2024-11-14 00:46:46,cf240007,-0.0546875,-144.8,-15.0,477,245,65496,-1001.46484375,102.783203125,5.37109375,-151,132,-978,-8.700000000000001,7.6000000000000005,1235,3467,3112,1146840325,-7.177675724029541,2
2024-11-14 00:35:03,cf240008,-0.015625,-144.8,-15.0,356,65486,65297,-992.919921875,-147.4609375,-29.052734375,-29,-85,-995,-1.6,-4.9,1447,3467,3112,1146840361,-6.846940994262695,2
2024-11-13 23:51:37,cf240002,-0.0703125,-143.05,9.7210693359375,212,78,59,-1005.615234375,-32.958984375,30.76171875,23,-21,-998,1.3,-1.1,813,3469,3117,1146832753,-5.911552906036377,2
2024-11-13 23:56:40,cf240004,-0.125,-146.25,15.02471923828125,101,216,65327,-1010.7421875,74.70703125,-26.123046875,-55,96,-993,-3.1,5.5,660,3465,3128,1146834120,-5.980783462524414,2
2024-11-13 23:46:37,cf240007,-0.046875,-143.2,-15.0,479,250,65500,-998.53515625,108.642578125,11.962890625,-151,132,-978,-8.700000000000001,7.6000000000000005,1239,3469,3141,1146832330,-5.770773887634277,2
2024-11-13 23:34:54,cf240008,-0.015625,-144.8,-15.0,357,65485,65299,-994.140625,-142.822265625,-27.83203125,-29,-85,-995,-1.6,-4.800000000000001,1450,3467,3141,1146829932,-5.640705585479736,2
2024-11-13 22:51:28,cf240002,-0.0703125,-144.65,9.72198486328125,207,83,52,-999.267578125,-31.005859375,37.59765625,24,-20,-998,1.4000000000000001,-1.1,814,3467,3144,1146830149,-5.417055606842041,2
2024-11-13 22:56:30,cf240004,-0.125,-146.25,15.02471923828125,107,217,65321,-1010.7421875,70.556640625,-27.83203125,-54,96,-993,-3.1,5.5,659,3465,3123,1146830874,-5.422170639038086,2
2024-11-13 22:46:27,cf240007,-0.046875,-140.8,-15.0,472,250,65496,-1001.46484375,107.177734375,1.953125,-152,132,-978,-8.700000000000001,7.6000000000000005,1238,3472,3131,1146828088,-5.332614898681641,2
2024-11-13 22:34:45,cf240008,-0.015625,-144.8,-15.0,356,65486,65307,-992.919921875,-145.99609375,-26.3671875,-29,-85,-995,-1.6,-4.800000000000001,1450,3467,3163,1146828339,-5.134472846984863,2
2024-11-13 21:51:19,cf240002,-0.0703125,-146.25,9.7210693359375,211,89,51,-1006.8359375,-28.564453125,31.494140625,24,-21,-998,1.3,-1.1,814,3465,3159,1146824881,-4.630630016326904,2
2024-11-13 21:56:21,cf240004,-0.1171875,-146.25,15.02471923828125,105,213,65331,-1013.18359375,72.509765625,-34.66796875,-55,96,-993,-3.1,5.5,655,3465,3175,1146822203,-4.692084789276123,2
2024-11-13 21:46:18,cf240007,-0.046875,-143.2,-15.0,472,248,65496,-999.0234375,105.46875,0.0,-151,132,-978,-8.700000000000001,7.6000000000000005,1239,3469,3193,1146822723,-4.611396312713623,2
2024-11-13 21:34:35,cf240008,-0.015625,-147.2,-15.0,362,65492,65306,-995.60546875,-146.240234375,-27.34375,-29,-85,-995,-1.6,-4.800000000000001,1448,3464,3114,1146821632,-4.55471658706665,2
2024-11-13 20:51:10,cf240002,-0.0703125,-144.65,9.72015380859375,207,90,45,-1001.46484375,-24.4140625,30.029296875,23,-20,-999,1.3,-1.1,814,3467,3157,1146823654,-5.252131462097168,2
2024-11-13 20:56:12,cf240004,-0.125,-146.25,15.0238037109375,98,216,65329,-1010.986328125,75.927734375,-26.611328125,-54,96,-993,-3.1,5.5,651,3465,3175,1146827108,-5.093549728393555,2
